id,name,language,original_language,first_air_date,overview,popularity,episode_count,season_count
57911,Doraemon,Japanese,ja,1979-04-02,Doraemon is an anime TV series created by Fujiko F. Fujio and based on the manga series of the same name. This anime is the much more successful successor of the 1973 anime.,87.0342,1903,28
9537,My Family,Japanese,ja,2002-04-19,"A light hearted comedy based on the about the daily life of a ""normal"" Japanese family. The Tachibana family consists of a housewife mom, a salary-man dad, and teenager Mikan and Yuzuhiko.",85.4708,694,3
60572,Pokémon,Japanese,ja,1997-04-01,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",85.4586,1291,26
72974,Downtown no Gaki no Tsukai ya Arahende!!,Japanese,ja,1989-10-03,"A Japanese variety show hosted by popular Japanese owarai duo, Downtown, with comedian Hōsei Tsukitei (formerly known as Hōsei Yamasaki) and owarai duo Cocorico co-hosting.",81.5063,1698,38
9160,Candy Candy,Japanese,ja,1976-10-01,"This story is about a girl, Candy, who is a orphan. She is a nice and optimistic girl and she has a warm heart. When she was a child, she lived in an orphanage called Pony's Home. She had a good friend called Ann. And she met the ""handsome boy on the hill"" who is a important person in her life, on the hill behind the orphanage.

She was adopted by the Loka's family. What's awaiting her are the bad-hearted Leo and his sister, Eliza. One day, in the rose garden, she met a boy, who is identical to the ""handsome boy on the hill"" who she had met in her childhood. The boy is called Antony. Thereafter, a fantastic story that she has never expected begins.",78.1261,119,2
208026,Kotowaza House,Japanese,ja,1987-04-04,"A public service proverb-of-the-week anime.

Peter the salary man lives a very unhealthy lifestyle, starving then bingeing until he feels seek, or slobbing around the house until badgered into taking up exercise, during which he invariably pulls a muscle.",76.6977,773,1
207141,Haru yo koi,Japanese,ja,1994-10-03,"A successful screenwriter looks back on her life when she learns her husband has cancer. A year-long series, starring Narumi Yasuda.",75.4224,307,1
40663,AIBOU: Tokyo Detective Duo,Japanese,ja,2002-10-09,"Detective Ukyo Sugishita confronts crime on the basis of his own convictions. He has a partner that works for him in the Special Task Unit. For the first 7 seasons, Ukyo’s first partner is Kaoru Kameyama. He is a good-natured, hot-tempered, straightforward and somewhat scattered detective. Beginning in Season 8, Takeru Kanbe replaces Kameyama. Contrary to his predecessor, Takeru is a lanky, cool, conceited and confident detective. From Season 11 to Season 13, Ukyo’s partner is a young detective Toru Kai. Toru is a son of Deputy Director-General of The National Police Agency. But he became a detective by his own effort. And starting with Season 14, Ukyo’s current partner is Wataru Kaburagi, an elite bureaucrat who came to the Metropolitan Police Department on temporary assignment. As the first partner without any career of a police officer, he will face challenging cases together with Ukyo.",75.0728,466,24
96386,Nogizaka Under Construction,Japanese,ja,2015-04-20,"Nogizaka46 is making a big leap forward right now!

Their activities range from live performances, varieties, dramas, movies, and models.

In order to give these girls even more momentum, this program will challenge various projects that bring out new aspects and charms of the members!!!",72.1176,508,11
45893,Hidamari Sketch,Japanese,ja,2007-01-12,"For years, Yuno has dreamed of attending Yamabuki Arts High School, but now that she's been accepted, it means the scary prospect of moving away from her home and family for the first time! Fortunately, Yuno quickly learns that if her new neighbors at the eclectic Hidamari (Sunshine) Apartments aren't technically family, at least the majority share the bond of being fellow art students. From second year students like Hiro and Sae, who try to behave like helpful older sisters (mostly successfully) to her hyperactive new neighbor, classmate and best friend Miyako (who has the scariest apartment ever) Yuno begins to build the support network she'll need for dealing with strange characters like her oddly masculine landlady, her cosplay obsessed home room teacher, her tooth-chattering principal and all of the other odd denizens who inhabit her chosen world of art.",71.8614,77,5
30983,Case Closed,Japanese,ja,1996-01-08,"The son of a world famous mystery writer, Jimmy Kudo, has achieved his own notoriety by assisting the local police as a student detective. He has always been able to solve the most difficult of criminal cases using his wits and power of reason.",65.4033,1192,2
254174,Kakushite! Makina San!!,Japanese,ja,2025-04-07,"Eita, a mechanical otaku, discovers that Makina, the school idol he's secretly liked, is actually a robot built for sexual purposes. Now, he must navigate her bold advances while helping her keep her identity hidden in this chaotic romantic comedy.",64.7559,4,1
209382,Ashita Koso,Japanese,ja,1968-04-01,The 8th NHK Asadora. Starring Yumiko Fujita in a family drama. The first Asadora filmed in color.,62.8448,315,1
80652,Pokemon no Uchi Atsumaru?,Japanese,ja,2015-10-04,Japanese variety show about everything Pokémon.,58.364,332,1
78501,Sweet Punishment: I'm the Guard's Personal Pet,Japanese,ja,2018-04-02,"The story is set in a prison in the near future. It revolves around Hina Saotome, imprisoned despite her innocence, and the elegant yet sadistic guard Aki Myoujin. Hina's heart and body are at the mercy of Myoujin's ""heartless yet sweet domination"" from physical examinations to lovers' prison visits.",50.3836,13,1
46392,Duel Masters,Japanese,ja,2002-10-21,"A mysterious organization is interested in fledging duelist Shobu Kirifuda's ability to bring Duel Master creatures to life. With the support of his friends, Shobu duels with passion, discipline, and heart as he strives to be like his father and become the next Kaijudo master.",60.8728,922,22
223486,Downtown no Gottsu Ee Kanji,Japanese,ja,1991-12-08,"Downtown no Gottsu Ee Kanji (ダウンタウンのごっつええ感じ, roughly ""Downtown's Feeling Real Good""), was a Japanese variety show. It premiered on December 8, 1991 and ended its run on November 2, 1997. It aired on Fuji TV every Sunday night. Hosted by the comedy duo Downtown (consisting of Masatoshi Hamada and Hitoshi Matsumoto), it had several other actors and comedians in its regular cast, including You, Koji Imada, Koji Higashino, Itsuji Itao, Ryoko Shinohara and Honkon (Takahiro Kurano). Like most other Japanese variety shows, it featured guest interviews and games, but it is best known and remembered for its sketch comedy. Downtown and other cast members would dress in costumes and perform absurd skits with bizarre characters.",47.7708,250,7
15680,The Unfettered Shogun,Japanese,ja,1978-01-07,"Set in the 18th century, the show follows the Shogun Yoshimune, who likes to disguise himself as a low-ranking samurai and go into his capital of Edo to see the life of the common man, as well as to seek out and punish evildoers who would hurt his citizens. He is aided by Magistrate Oo'oka and a vivacious fireman, Tatsugoro, as well as a rotating cast of other recurring characters.

Along with Zenigata Heiji and Mito Kōmon, it ranks among the longest-running series in the jidaigeki genre. Like so many other jidaigeki, it falls in the category of kanzen-chōaku, loosely, ""rewarding good and punishing evil.""",59.4312,834,12
95479,Jujutsu Kaisen,Japanese,ja,2020-10-03,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",61.0386,55,2
209431,Uzushio,Japanese,ja,1964-04-06,The 4th NHK Asadora. Starring Michiko Hayashi as a woman born in poverty who lives a brave life. She lost her husband in war and now must take care of their 5-year-old child alone.  Adapted from the novel of the same name by Fumiko Hayashi.,53.2335,310,1
241002,Adam's Sweet Agony,Japanese,ja,2024-01-08,"This is the story of a boy, who became the lone Adam among four billion Eves. In a world where a pandemic has rendered all men impotent, high school student Itsuki is the exception who escaped it. In order to protect this secret, he transfers to a very special high school, which turns out to be composed of 90% girls! There, he encounters an upbeat and friendly senior, a sexually frustrated female teacher, a tomboyish school 'prince,' and an heiress from a wealthy family. For Itsuki, who has his pick of any woman in the world, the question remains: which one will he choose?",51.3977,11,2
111076,Why did you come to Japan?,Japanese,ja,2012-06-30,"A variety show that asks foreigners ""Why did you come to Japan?"" then follows them on their journeys.",53.106,528,13
12971,Dragon Ball Z,Japanese,ja,1989-04-26,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",56.644,301,10
209353,Nobuko to Obachan,Japanese,ja,1969-04-07,The 9th NHK Asadora. Starring Naoko Otani as a young woman living with her grandmother.,52.1441,309,1
46298,Hunter x Hunter,Japanese,ja,2011-10-02,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",50.6489,148,3
42912,Inazuma Eleven,Japanese,ja,2008-10-05,"Mamoru Endou is a cheerful goalkeeper in Raimon Jr High, with six other players in the team. But there was a day when the team was almost lead to disbandment by Natsumi unless they are able to win the match against the Teikoku Gakuen, currently the best team in Japan. He tried to save the club by gathering four more players to join the team.",46.1113,270,5
46260,Naruto,Japanese,ja,2002-10-03,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",56.1097,222,5
209283,Mayuko hitori,Japanese,ja,1971-04-05,"Kano is known as a ""cocoon child"" whose father is an agriculturist. Her mother disappeared when she was little and since then Kano has been wondering why her mother left her thus changing the shape of her life.",53.1589,310,1
71488,Tales of the Bizarre,Japanese,ja,1990-04-19,"Inspired by American TV movies like ""Hitchcock Theater"" and ""The Twilight Zone,"" the show features multiple works with Tamori as the storyteller and actors as the main characters. While horror and supernatural themes are predominant, a variety of genres like comedy and drama are also produced. Most episodes, however, have a bad ending.",52.2936,296,5
30669,Yu Yu Hakusho,Japanese,ja,1992-10-10,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World was caught by surprise that he would sacrifice himself. Yusuke soon finds out he wasn't supposed to die and has a chance for resurrection and bringing his body back to life. After being resurrected, Yusuke becomes a Spirit Detective, along with his comrades, and one adventure after another happens, whether it be an investigation or a fighting tournament.",46.4439,117,5
111076,Why did you come to Japan?,Japanese,ja,2012-06-30,"A variety show that asks foreigners ""Why did you come to Japan?"" then follows them on their journeys.",53.106,528,13
71488,Tales of the Bizarre,Japanese,ja,1990-04-19,"Inspired by American TV movies like ""Hitchcock Theater"" and ""The Twilight Zone,"" the show features multiple works with Tamori as the storyteller and actors as the main characters. While horror and supernatural themes are predominant, a variety of genres like comedy and drama are also produced. Most episodes, however, have a bad ending.",52.2936,296,5
209353,Nobuko to Obachan,Japanese,ja,1969-04-07,The 9th NHK Asadora. Starring Naoko Otani as a young woman living with her grandmother.,52.1441,309,1
241002,Adam's Sweet Agony,Japanese,ja,2024-01-08,"This is the story of a boy, who became the lone Adam among four billion Eves. In a world where a pandemic has rendered all men impotent, high school student Itsuki is the exception who escaped it. In order to protect this secret, he transfers to a very special high school, which turns out to be composed of 90% girls! There, he encounters an upbeat and friendly senior, a sexually frustrated female teacher, a tomboyish school 'prince,' and an heiress from a wealthy family. For Itsuki, who has his pick of any woman in the world, the question remains: which one will he choose?",51.3977,11,2
6231,Oshin,Japanese,ja,1983-04-04,"Oshin is a Japanese serialized morning television drama, which aired on broadcaster NHK from April 4, 1983 to March 31, 1984. The series follows the life of Shin Tanokura during the Meiji period up to the early 1980s. Shin was called ""Oshin"", which is an archaic Japanese cognomen.",50.8345,297,1
46298,Hunter x Hunter,Japanese,ja,2011-10-02,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",50.6489,148,3
210220,Otogi Manga Calendar,Japanese,ja,1961-05-01,The show was about historical events through a character who was not aware of what happened on this day in history. Sometimes photographs and film footages were mixed in with the animations to explain what historical event had taken place. The research archives came from the Mainichi Shinbun newspaper where the director's Fuku-chan manga was printing at the time.,50.5257,624,2
78501,Sweet Punishment: I'm the Guard's Personal Pet,Japanese,ja,2018-04-02,"The story is set in a prison in the near future. It revolves around Hina Saotome, imprisoned despite her innocence, and the elegant yet sadistic guard Aki Myoujin. Hina's heart and body are at the mercy of Myoujin's ""heartless yet sweet domination"" from physical examinations to lovers' prison visits.",50.3836,13,1
95897,Overflow,Japanese,ja,2020-01-06,"Male college student Kazushi Sudou and his childhood friends, the Shirakawa sisters, end up bathing together.",50.0532,8,1
223500,WIND BREAKER,Japanese,ja,2024-04-05,"Haruka Sakura wants nothing to do with weaklings—he's only interested in the strongest of the strong. He's just started at Furin High School, a school of degenerates known only for their brawling strength—strength they use to protect their town from anyone who wishes it ill. But Haruka's not interested in being a hero or being part of any sort of team—he just wants to fight his way to the top!",49.8739,25,1
207332,SAKAMOTO DAYS,Japanese,ja,2025-01-11,"Once the greatest hitman of all, Taro Sakamoto retired in the name of love. But when his past catches up, he must fight to protect his beloved family.",49.5068,22,1
13,How do you like Wednesday?,Japanese,ja,1996-10-09,"How do you like Wednesday? was a Japanese television variety series that aired on the HTB network in Hokkaidō, Japan, and on other regional television networks in Japan. The program debuted on HTB on October 9, 1996. The series was one of the first local variety programs to be produced on Hokkaido; prior to this series' launch, local variety programs in Hokkaidō were virtually non-existent. The program also had a significant influence on other local programs in other regions in Japan, most notably Kwangaku! in Kansai and Nobunaga in Tokai.

The series achieved a record 18.6% viewing share on December 8, 1999, the highest share for a late-night program on a local TV station.

Production of the weekly regular series ended in September 2002, though new limited-run series were produced on average of every 18 months; the latest series was shown on HTB in late 2005, eight episodes in length.

Most of the series have been rerun under the names of Dōdeshō Returns and Suiyō Dōdeshō Classic.",49.2861,890,4
223486,Downtown no Gottsu Ee Kanji,Japanese,ja,1991-12-08,"Downtown no Gottsu Ee Kanji (ダウンタウンのごっつええ感じ, roughly ""Downtown's Feeling Real Good""), was a Japanese variety show. It premiered on December 8, 1991 and ended its run on November 2, 1997. It aired on Fuji TV every Sunday night. Hosted by the comedy duo Downtown (consisting of Masatoshi Hamada and Hitoshi Matsumoto), it had several other actors and comedians in its regular cast, including You, Koji Imada, Koji Higashino, Itsuji Itao, Ryoko Shinohara and Honkon (Takahiro Kurano). Like most other Japanese variety shows, it featured guest interviews and games, but it is best known and remembered for its sketch comedy. Downtown and other cast members would dress in costumes and perform absurd skits with bizarre characters.",47.7708,250,7
64347,Amachan,Japanese,ja,2013-04-01,"Amachan is the 88th 2013 NHK asadora written by Kankuro Kudo (Tiger and Dragon, Unobore Deka). It's about Amano Aki (Nounen Rena), a 16 year old girl from Tokyo who goes to her mother's former home in Sodegahama, a fishing village in Kitasanriku, Iwate prefecture for the summer break. She falls in love with the sea and its people, and decides to stay on to become an Ama (women divers who fetch clams and sea urchins for tourists) just like her grandmother, Natsu (Miyamoto Nobuko). Her decision is welcomed wholeheartedly by Natsu and the other locals. However, her mother Haruko (Koizumi Kyoko) does not like the idea at first. She has a strained relationship with Natsu, and her extreme dislike of the sea, diving and the countryside is one of the reasons why she left her hometown 24 years ago. Eventually, she decides to stay in Sodegahama with Aki, considering that she is contemplating on getting a divorce anyway and does not want to go back to her husband in Tokyo. She also notices that it might be good for Aki for she seems livelier and happier in Kitasanriku than in Tokyo. The road towards becoming a full-fledged Ama-san is tough for Aki as she encounters tests and hurdles. One day, a video of her as an Ama gets uploaded in the city's tourism website, transforming an ordinary high school girl into an overnight Internet sensation. Suddenly she is called upon to use this opportunity to attract tourists to a city suffering from depopulation.",47.7269,163,2
277881,The Unaware Atelier Meister,Japanese,ja,2025-04-06,"Kurt Rockhans is a kind-hearted errand boy for a hero’s party, the Flaming Dragon Fang. One day, he's banished from the party and finds out he has the lowest rank in combat. In order to make a living, Kurt picks up various jobs and discovers he has astonishing abilities. Though he doesn't realize it yet, Kurt has SSS-rank skills in anything other than fighting, as he sets off on a new journey.",46.9556,12,1
31910,Naruto Shippūden,Japanese,ja,2007-02-15,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",46.5877,503,21
30669,Yu Yu Hakusho,Japanese,ja,1992-10-10,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World was caught by surprise that he would sacrifice himself. Yusuke soon finds out he wasn't supposed to die and has a chance for resurrection and bringing his body back to life. After being resurrected, Yusuke becomes a Spirit Detective, along with his comrades, and one adventure after another happens, whether it be an investigation or a fighting tournament.",46.4439,117,5
205050,Shangri-La Frontier,Japanese,ja,2023-10-01,"Rakuro Hizutome only cares about one thing: beating crappy VR games. He devotes his entire life to these buggy games and could clear them all in his sleep. One day, he decides to challenge himself and play a popular god-tier game called Shangri-La Frontier. But he quickly learns just how difficult it is. Will his expert skills be enough to uncover its hidden secrets?",46.2152,60,2
42912,Inazuma Eleven,Japanese,ja,2008-10-05,"Mamoru Endou is a cheerful goalkeeper in Raimon Jr High, with six other players in the team. But there was a day when the team was almost lead to disbandment by Natsumi unless they are able to win the match against the Teikoku Gakuen, currently the best team in Japan. He tried to save the club by gathering four more players to join the team.",46.1113,270,5
209474,Akatsuki,Japanese,ja,1963-04-01,The 3rd NHK Asadora. Starring Shin Saburi as a professor who quits the university to become a painter.,46.1012,313,1
37854,One Piece,Japanese,ja,1999-10-20,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates.

Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way.

Luffy will do anything to get the One Piece and become King of the Pirates!",45.4162,1159,23
197169,Yo-kai Watch ♪,Japanese,ja,2021-04-09,,45.2532,98,1
42508,Astarotte's Toy,Japanese,ja,2011-04-10,"While job hunting, Naoya is taken by a mysterious girl to a magical land where he is installed in the harem of the succubus Princess Lotte. Thanks to trauma from her childhood, Lotte hates men and surrounds herself with lots of other women, who all have quirks of their own. In spite of her selfishness, when Naoya learns that Lotte is really quite lonely he agrees to stay in her world...if he can bring his daughter Asuha with him.",45.1119,13,2
207138,Hashiran ka!,Japanese,ja,1995-10-03,"Set in Hakata, the series is about a young man who wants to play rock music even though his father expects him to follow him in making Hakata ningyou (a traditional Japanese clay doll). One of the few Asadora starring a male character.",44.8162,151,1
209256,Kita no kazoku,Japanese,ja,1973-04-02,The 13th NHK Asadora. Starring Youko Takahashi in a story about a brother and sister coming of age in Hakodate and Kanazawa.,43.3208,308,1
271003,Yandere Dark Elf: She Chased Me All the Way from Another World!,Japanese,ja,2025-04-07,"Hinata did it. He got reincarnated into another world, took up the mantle of Hero, and slew the dreaded Demon Lord alongside his party of fellow adventurers. As his reward, he’s returned to Earth to resume a normal life. Or it would be if it wasn’t for the fact that his dark elf companion Mariabelle decided to travel to Earth to come and live with him! Now she uses her arcane talents to ward off any potential romantic rivals and capture Hinata’s affection.",42.6816,13,2
207228,Kimi no na wa,Japanese,ja,1991-04-02,A story of a man and a woman who meet amid the Great Tokyo Air Raid in 1945.,42.6051,312,1
21122,Churasan,Japanese,ja,2001-04-03,"The 64th NHK Asadora Renzoku Drama is Churasan, a story of a young woman, Kohagura Eri, who was born in Kohamajima Island, Okinawa on May 15, 1972, the day when Okinawa was returned to Japan from the U.S. Eleven years later, Kamimura Shizuko and her two sons, Kazuya and Fumiya, from Tokyo come to stay as the guests of a small inn run by Eri’s family. Eri’s fun-loving, yet eccentric family welcomes them warmly. However, Eri is shocked to hear one of the sons, Kazuya is terminally ill and Shizuko and her sons came to Okinawa to spend his last moment together in beautiful nature. Fumiya, Kazuya’s younger brother, and Eri promise to marry each other someday. However after Kazuya’s death, Fumiya and his mother leave the island to go back to Tokyo. Years later, they are reunited, Eri as a nurse and Fumiya, a doctor, working at the same hospital in Tokyo.",42.1133,169,4
201973,Rocky Rackat,Japanese,ja,1993-04-05,,41.66,170,1
113329,Nikenme Dou Suru? ~Tsumami no Hanashi~,Japanese,ja,2017-04-09,"The hosts explore different neighborhoods and izakayas, discussing various snacks and drinks. They share interesting trivia about the food and beverages, often accompanied by lively conversations with female guests and experts.",41.5924,316,7
196839,Imo Tako Nankin,Japanese,ja,2006-10-02,"The series takes place in 1962 Osaka. Hanaoka Machiko, 37, is single and works at a hardware store in Osaka City while doing literary work. One day, she falls ill due to overwork and falls in love with Tokunaga Kenjiro, the doctor who examines her. Kenjiro and Machiko marry. But Kenjiro, who lost his first wife to illness, lives not just with his five children, but his brother, sister, and parents. In a comical and heart-warming way, the drama depicts Machiko's struggle with the new family while pursuing her career as a novelist.",41.4313,151,1
236994,Dragon Ball DAIMA,Japanese,ja,2024-10-11,"Mysteriously transformed into mini versions of themselves, Goku and his friends travel to the Demon Realm to uncover the truth and find a cure.",41.132,20,1
34163,Urusei Yatsura,Japanese,ja,1981-10-14,"The invasion of an alien race known as the Oni begins a new life for Ataru Moroboshi, a lecherous trouble-making tenth grader in the small town of Tomobiki. After unwittingly proposing to the Oni princess Lum Invader instead of his sweetheart Shinobu, Ataru becomes a conduit for aliens arriving on Earth, causing all sorts of havoc for him and his companions, not to mention his own reputation!",40.6275,233,2
46046,Futarikko,Japanese,ja,1996-10-07,"Born over a tofu shop in Osaka, twin sisters Reiko and Kyoko have very different characters. Reiko is diligent, and longs for a secure, middle class lifestyle. Kyoko is a free spirit, who seeks thrills and adventure.",40.539,150,1
57706,Ranma ½,Japanese,ja,1989-04-15,"Ranma Saotome, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns into a girl and a cute, well-built redhead at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Akane Tendo, a girl who hates boys.",40.4159,177,2
209417,Ohanahan,Japanese,ja,1966-04-04,"The 6th NHK Asadora. Starring Fumie Kashiyama as a woman, born in the Meiji era, who raises a family by herself.",40.0664,310,1
45790,JoJo's Bizarre Adventure,Japanese,ja,2012-10-06,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",39.6609,197,6
37230,Manten,Japanese,ja,2002-09-10,,39.5074,150,1
67667,Beyblade Burst,Japanese,ja,2016-04-04,"Middle schooler Valt Aoi, with his Beyblade Valkyrie (Valtryek), faces off against friends, classmates, and rivals to become the world's number one Blader.",39.1983,335,7
133154,Sword of the Demon Hunter: Kijin Gentosho,Japanese,ja,2025-03-31,"In the Edo period, there was a shrine maiden called ""Itsukihime"" in the mountain village of Kadono. Jinta, a young man who acts as the shrine maiden's guardian despite being a stranger, encounters a mysterious demon who speaks of the far future in the forest where he went to defeat it. From Edo to the Heisei era, this huge Japanese fantasy series follows a demon man who travels through time while continuously questioning the meaning of wielding a sword.",39.1665,24,1
194916,Chiikawa,Japanese,ja,2022-04-04,"The story follows the sometimes happy, sometimes sad, and a tad stressful daily life of ""some sort of small, cute creature"" (Nanka Chiisakute Kawaii Yatsu) known as Chiikawa. Chiikawa enjoys delicious food with bees and rabbits, toils hard every day for the rewards of work, and still maintains a smile.",39.0547,261,2
62068,Cackling Kitarou,Japanese,ja,2007-04-01,"Kitarou, a ghost, spends his afterlife helping humans in need of his skills by thwarting the plans of evil spirits who live to torment humanity.",38.9767,100,1
65321,Massan,Japanese,ja,2014-09-29,"Massan is based on the lives of Masataka Taketsuru and his wife Jessie Roberta ""Rita"" Cowan, a Scotswoman Taketsuru met while studying abroad.",38.7025,154,3
56389,Go! Anpanman,Japanese,ja,1988-10-03,"Anpanman is a superhero who dedicates himself to the cause of justice, aiding the plight of unfortunate souls. Anpanman will go anywhere to help anyone in trouble, to drive away villains, and to save people from starvation by allowing them to eat his face. What? Let his face be eaten? No need to worry. His face is made with sweet anpan (bread filled with bean jam), hence the name Anpanman. Anpanman's very life depends on allowing others to eat, and once eaten, Anpanman can restore himself endlessly. He does not look handsome or strong, but he never fears any adventure and is continuously flying to aid the hungry people and the children with difficulties. Anpanman is the hero of the new age, glowing with friendship, endeavour and justice.",38.6518,221,39
65942,Re:ZERO -Starting Life in Another World-,Japanese,ja,2016-04-04,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",38.6015,135,2
209119,Hatoko no umi,Japanese,ja,1974-04-01,A woman who lost her memory after experiencing the atomic bombing of Hiroshima.,38.4673,312,1
21998,Loveless,Japanese,ja,2005-04-06,"Twelve-year old Aoyagi Ritsuka is left with his insane mother as his only family when his brother, Seimei, is killed suddenly. After moving to a new school, he meets Agatsuma Soubi, who claims to have known his brother. Ritsuka eventually discovers that Soubi and Seimei used to be a fighting pair, whereby Soubi was the ""Fighter"" and Seimei was the ""Sacrifice"". Now that Seimei is gone, Ritsuka has inherited Soubi, who will become his ""Fighter"". After learning that Seimei was killed by an organisation known as the ""Seven Moons"", Ritsuka decides to investigate into his brother's death, with the sometimes useless help of Soubi, along the way.",38.2108,19,2
56387,Fist of the North Star,Japanese,ja,1984-10-11,"In the year 199X, human civilization has been all but destroyed by a nuclear holocaust.",37.9756,164,7
12577,Devil May Cry,Japanese,ja,2007-06-14,The adventures of the demon hunter Dante who himself is half demon and half human.,37.9308,13,2
63409,Gokusen,Japanese,ja,2002-04-17,"Newly graduate Yamaguchi Kumiko an idealistic teacher who entered Shirokin High to be a math teacher. Having high hopes for her students, her world turned up side down when she finds out that she'll be teaching the class 3-D the hardest class to take care of. Class 3-D is a bunch of students who looks more like delinquents and trouble makers. The students show no respect to teachers nor a little kindness. Each and every student doesn't like teacher for almost everyone has no good memories of them. The leader of the class is Sawada Shin. He is well respected for there are rumors that he beat a teacher to death. The students try there hardest to bully and make fun of her so she'll quit but all there efforts went to waste because Yamaguchi ain't an ordinary Teacher. Yamaguchi Kumiko is actually the 4th generation heir to Oedo group, a yakuza clan. Even though everyone in there clan wants her to the next leader, she made up her mind and so everyone accepted it.",37.9136,35,4
31572,Lupin the 3rd,Japanese,ja,1971-10-24,"Follow the exciting adventures of Arsene Lupin III, the grandson of the world's greatest thief, Arsene Lupin. Together with Daisuke Jigen, Goemon Ishikawa and his love interest Fujiko Mine, he carries out the greatest robberies of all time, all the while evading the control of Inspector Koichi Zenigata.",37.8935,303,7
131041,BLUE LOCK,Japanese,ja,2022-10-09,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?",37.8539,79,2
37186,Let's Go to Onsen,Japanese,ja,1999-09-13,"Left at the altar after quitting her job to marry, Kaoru travels to the countryside to work at the Japanese inn and hot spring resort that her mother manages. With her daughter back, Kaoru’s mother decides to groom her to become the next manager, but this causes the woman previously in line for that position to become a jealous rival. On top of that, the rest of the staff don’t respect her and refuse to cooperate at every turn. Fighting to thwart the efforts of her rival, earning the respect of her co-workers, learning a new job and hopefully finding love along the way may be tough, but she is determined to make this her new home!",36.8642,246,5
37567,Dr. Slump,Japanese,ja,1981-04-08,"Follows the humorous adventures of the little girl robot Arale Norimaki, her creator Senbei Norimaki, and the other residents of the bizarre Penguin Village.",36.4404,250,2
27845,The Prince of Tennis,Japanese,ja,2001-10-10,"Ryoma Echizen is a young tennis prodigy who has won 4 consecutive tennis championships but who constantly lies in the shadow of his father, a former pro tennis player. He joins the Seishun Gakuen junior highschool, one of the best tennis schools in Japan, and there along with his teamates he learns to find his own type of tennis in an attempt to defeat his biggest obstacle of all: his father as well as himself.",36.2582,232,8
